Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-011623,2018-03,03/15/2018 13:15,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,1,GOVERNMENT DR,82, ,@FOREST PARK - ZOO,1,GOVERNMENT,880639.5,1020186
18-011647,2018-03,03/15/2018 15:43,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2124,CHEROKEE ST,18,EDLER S ANTIQUES, , , ,899352.4,1004787
18-011787,2018-03,03/16/2018 09:30,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4300,MIAMI ST,15, , ,4300,MIAMI,887900.6,1005159
18-012538,2018-03,03/17/2018 14:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5149,LOTUS AVE,52, , ,5149,LOTUS,887955.7,1032248
18-012067,2018-03,03/17/2018 17:46,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2739,ARSENAL ST,30, , ,2739,ARSENAL,898002.3,1007498
18-012100,2018-03,03/18/2018 13:09,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1000,PINE ST,35, , , , ,907383.3,1017815
18-013373,2018-03,03/18/2018 21:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,12,WESTMORELAND PL,38, , ,12,WESTMORELAND,886836.1,1023848
18-012210,2018-03,03/18/2018 21:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4735,ALMA AVE,6, , ,4735,ALMA,882314.3,997835
18-012226,2018-03,03/19/2018 09:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6842,SOUTHWEST AVE,10, , ,5842,SOUTHWEST,875401.4,1012049
18-012278,2018-03,03/19/2018 15:15,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2707,MCCAUSLAND AVE,10,CIRCLE K,GAS STATION,2707,MCCAUSLAND,874620.2,1012007
18-012428,2018-03,03/19/2018 17:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1210,BAYARD AVE,53, , ,1210,BAYARD,889438,1028358
18-012551,2018-03,03/19/2018 21:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3504,S COMPTON AVE,19, , ,3504,COMPTON,895384.1,1004741
18-012389,2018-03,03/19/2018 22:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4056,DETONTY ST,27, , ,4056,DETONTY,891664.8,1013557
18-012358,2018-03,03/20/2018 07:20,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,401,S 14TH ST,36, ,@METROLINK - CIVIC CENTER,401,14TH,905172.7,1016526
18-012449,2018-03,03/20/2018 10:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2112,SIDNEY ST,22, , ,2112,SIDNEY,900332.8,1008857
18-012880,2018-03,03/20/2018 14:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,111,N 15TH ST,36, , ,111,15TH,905308.5,1018077
18-013577,2018-03,03/20/2018 17:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3654,ILLINOIS AVE,18, , ,3654,ILLINOIS,899479.5,1002981
18-012737,2018-03,03/21/2018 16:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,930,HOLLY HILLS DR,80, , ,930,HOLLY HILLS,0,0
18-013512,2018-03,03/22/2018 07:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,3911,EVANS AVE,58, , ,3911,EVANS,896318.4,1025707
18-012892,2018-03,03/23/2018 09:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4101,DRESSELL AVE,70, , ,4101,DRESSELL,885284.4,1040212
18-013052,2018-03,03/24/2018 12:20,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2100,MALLINCKRODT ST,65, ,SHREVE ENGINE REBUILDERS, , ,904802.8,1028654
18-014647,2018-03,03/26/2018 08:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5391,COTE BRILLIANTE AVE,50, , ,5391,COTE BRILLIANTE,886256.1,1032859
18-013658,2018-03,03/26/2018 18:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6603,PENNSYLVANIA AVE,1, , ,6603,PENNSYLVANIA,891557.6,991152.2
18-013546,2018-03,03/27/2018 08:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1900,PINE ST,36, , ,1900,PINE,903693.4,1018666
18-013522,2018-03,03/27/2018 12:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3401,ITASKA ST,16, , ,3401,ITASKA,893094.9,997444.4
18-014174,2018-03,03/30/2018 22:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3150,LEOLA AVE,9, , ,3150,LEOLA,877612.1,1009738
18-011143,2018-03,09/01/2017 12:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5036,CHIPPEWA ST,7, , ,5036,CHIPPEWA,883679.8,1004249
18-009491,2018-03,03/01/2018 15:50,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,865,CANAAN AVE,74, , ,885,CANAAN,896834,1051365
18-012996,2018-03,03/24/2018 04:15,Y, , ,1, , 69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4550,NEWBERRY TER,54, ,RESIDENCE,4550,NEWBERRY,891167.9,1027498
18-014251,2018-03,03/31/2018 19:20,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4145,N GRAND BLVD,67, , ,4145,GRAND,902004.8,1031608
17-055421,2018-03,11/10/2017 18:30, , , ,-1, , 69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,5500,THEODOSIA,50, , , , ,0,0
18-005682,2018-03,02/05/2018 12:10, , , ,-1, , 69711,2,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,5201,SOUTHWEST,12,FAVAZZA`S, , , ,0,0
18-010321,2018-03,03/04/2018 10:00,Y, , ,1, , 69711,2,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,6269,ITASKA ST,8, , ,6269,ITASKA,877874.8,1002279
18-010337,2018-03,03/07/2018 10:45,Y, , ,1, , 69711,4,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,2954,THOMAS ST,59, , ,2954,THOMAS,900263.4,1023286
18-011134,2018-03,03/11/2018 12:00,Y, , ,1, , 69711,3,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,3404,UTAH ST,25, ,SINGLE FAMILY RESIDENCE,3404,UTAH,894774.6,1006168
18-011321,2018-03,01/15/2018 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CLARA AVE / NATURAL BRIDGE AVE,50, ,ON THE CITY STREET,4014,UNION,886855,1037537
18-002469,2018-03,01/16/2018 11:05, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2707,RAUSCHENBACH,60, , ,2707,RAUSCHENBACH,0,0
18-011938,2018-03,01/29/2018 08:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6315,LILLIAN AVE,76, , ,8638,ORIOLE,887627.9,1044550
18-006101,2018-03,02/07/2018 21:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4041,PECK,67, , ,4041,PECK,0,0
18-011102,2018-03,02/12/2018 16:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N EUCLID AVE / SAINT LOUIS AVE,55, , ,3505,UNIVERSITY,890809.9,1033029
18-009584,2018-03,03/01/2018 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2429,COLEMAN AVE,59, , ,2429,COLEMAN,899714.1,1026102
18-009568,2018-03,03/02/2018 07:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,954,BATES ST,1, , ,954,BATES,890992.9,995475.2
18-009698,2018-03,03/02/2018 20:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5708,KINGSBURY PL,46, , ,5708,KINGSBURY,881536.7,1026065
18-009728,2018-03,03/02/2018 20:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1514,HAMPTON AVE,41, , ,1514,HAMPTON,880934.9,1016006
18-009683,2018-03,03/02/2018 22:40,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4225,ATHLONE AVE,68, , ,4225,ATHLONE,897611.4,1034555
18-010754,2018-03,03/03/2018 10:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5233,S GRAND BLVD,3, , ,5233,GRAND,890868.3,996750.6
18-010177,2018-03,03/03/2018 13:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4475,KOSSUTH AVE,69, , ,4475,KOSSUTH,895555.1,1034549
18-009824,2018-03,03/03/2018 17:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N BROADWAY / CHESTNUT ST,35, , , , ,908861.5,1017013
18-009824,2018-03,03/03/2018 17:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N BROADWAY / CHESTNUT ST,35, , , , ,908861.5,1017013
18-009834,2018-03,03/03/2018 23:18,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1817,COLE ST,61, ,@STREETSIDE, , ,904728.4,1021089
18-010003,2018-03,03/03/2018 23:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1259,SELLS AVE,74, , ,1259,SELLS,895216.4,1049331
18-010106,2018-03,03/05/2018 21:45,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3106,DELMAR BLVD,37, , ,3106,DELMAR,899269.4,1021533
18-011657,2018-03,03/05/2018 22:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1923,PRAIRIE AVE,59, ,@BAR- MIDTOWN SPORTS BAR,1923,PRAIRIE,897907.9,1026605
18-010185,2018-03,03/05/2018 23:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1014,N 9TH ST,62, , ,1014,9TH,908566.6,1020179
18-010185,2018-03,03/05/2018 23:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1014,N 9TH ST,62, , ,1014,9TH,908566.6,1020179
18-010307,2018-03,03/06/2018 23:59,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5320,MAGNOLIA AVE,13, , ,5319,MAGNOLIA,884169.8,1010783
18-010348,2018-03,03/07/2018 08:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4431,FINNEY AVE,54,RANKIN TECHNICAL COLLEGE, , , ,891895.4,1026834
18-011514,2018-03,03/07/2018 15:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2154,GEYER AVE,23, , ,1122,11TH,900508.5,1011854
18-010418,2018-03,03/07/2018 18:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1515,N KINGSHIGHWAY BLVD,52,WOHL REC CENTER, ,1515,KINGSHIGHWAY,887936,1031116
18-010446,2018-03,03/08/2018 06:52,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7128,ALABAMA AVE,1, , ,7128,ALABAMA,888914.5,990610.6
18-010496,2018-03,03/08/2018 09:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5151,NATURAL BRIDGE AVE,70, , ,5151,NATURAL BRIDGE,890080.3,1035909
18-010670,2018-03,03/08/2018 12:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4105,CLARENCE AVE,68, , , , ,896589.1,1034003
18-010567,2018-03,03/08/2018 18:15,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1451,N KINGSHIGHWAY BLVD,51, ,@ PHILLIP 66, , ,888171.9,1030307
18-010591,2018-03,03/08/2018 23:28,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2732,UTAH ST,30, , ,2732,UTAH,897743.1,1005704
18-010774,2018-03,03/09/2018 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4127,N 22ND ST,65, , ,4127,22ND,903244.1,1030894
18-010776,2018-03,03/10/2018 00:15,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,314,CLARA AVE,47, , ,314,CLARA,882332.1,1025263
18-010860,2018-03,03/10/2018 08:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2639,DALTON AVE,13, , ,2639,DALTON,881563.1,1011331
18-010957,2018-03,03/10/2018 17:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4301,WARNE AVE,68, , ,4301,WARNE,900127.9,1033683
18-010883,2018-03,03/10/2018 19:51,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4216,W NATURAL BRIDGE AVE,56,MIDWEST PETROLEUM, , , ,896133.8,1032337
18-010901,2018-03,03/10/2018 20:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1220,N VANDEVENTER AVE,77,PAGE DISCOUNT MARKET, ,6601,ARSENAL,896195.1,1025035
18-010976,2018-03,03/10/2018 21:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6922,LANSDOWNE AVE,9, , ,6922,LANSDOWNE,874286.6,1004160
18-012237,2018-03,03/10/2018 21:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DR MARTIN LUTHER KING DR / UNI,51, , , , ,886534.3,1031322
18-011033,2018-03,03/11/2018 22:10,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6253,MARMADUKE AVE,11, , ,6253,MARMADUKE,878901,1011228
18-011372,2018-03,03/13/2018 10:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4221,BLAINE AVE,28, , ,4221,BLAINE,890540.3,1014909
18-011555,2018-03,03/15/2018 00:45,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5305,S COMPTON AVE,1, , ,5306,COMPTON,893248.2,995215.8
18-011722,2018-03,03/15/2018 15:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1820,MARKET ST,36, ,@LANDRYS SEAFOOD,350,SAINT LOUIS,903731.7,1018016
18-011821,2018-03,03/16/2018 16:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5560,DEVONSHIRE AVE,7, ,1ST FLOOR,5560,DEVONSHIRE,880831.1,1002996
18-011982,2018-03,03/16/2018 17:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 21ST ST / CLARK AVE,36, , , , ,902697.7,1017542
18-011871,2018-03,03/17/2018 00:46,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3441,UNION BLVD,50, ,@IMOS - UNION, , ,888907.4,1035695
18-011897,2018-03,03/17/2018 06:45,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4618,STEINLAGE DR,69, , ,4618,STEINLAGE,896415.9,1037015
18-012782,2018-03,03/17/2018 09:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7892,GERMANIA ST,1, ,APT C,7892,GERMANIA,886152.2,990165.3
18-012087,2018-03,03/17/2018 21:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5633,POTOMAC ST,14, , ,5633,POTOMAC,881295,1006676
18-012287,2018-03,03/17/2018 22:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4949,BARNES JEWISH HOSPITAL PLZ,38, , ,4949, ,887396.8,1020150
18-012036,2018-03,03/17/2018 22:08,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2217,N BROADWAY,64, , ,2000,BROADWAY,909156.6,1025177
18-012091,2018-03,03/18/2018 04:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4530,S COMPTON AVE,17, , ,4530,COMPTON,894304.6,997964.4
18-012092,2018-03,03/18/2018 10:20,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3751,S JEFFERSON AVE,19, , ,3623,ALBERTA,898162.7,1002525
18-012201,2018-03,03/18/2018 14:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5318,S COMPTON AVE,1, , ,5318,COMPTON,893328.7,995006.2
18-012177,2018-03,03/18/2018 20:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1000,SPRUCE ST,35, , ,1000,SPRUCE,906666.7,1015976
18-012228,2018-03,03/18/2018 22:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3251,OREGON AVE,30, , ,3251,OREGON,897077.4,1006027
18-012228,2018-03,03/18/2018 22:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3251,OREGON AVE,30, , ,3251,OREGON,897077.4,1006027
18-012318,2018-03,03/19/2018 10:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FRANKLIN AVE / N THERESA AVE,77, , ,915,GRAND,897799.2,1022383
18-012318,2018-03,03/19/2018 10:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FRANKLIN AVE / N THERESA AVE,77, , ,915,GRAND,897799.2,1022383
18-012477,2018-03,03/19/2018 15:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5145,LOTUS AVE,52, , ,5145,LOTUS,887980.4,1032234
18-012798,2018-03,03/19/2018 21:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N TAYLOR AVE / WEST PINE BLVD,38, , , , ,889209.8,1022367
18-012404,2018-03,03/19/2018 23:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5108,COLOGNE AVE,5, , ,5108,COLOGNE,884991.9,1000633
18-012424,2018-03,03/19/2018 23:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3338,AUBERT AVE,55, , ,3338,AUBERT,891091.8,1034357
18-012355,2018-03,03/20/2018 07:20,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4332,GANNETT ST,5, , ,4332,GANNETT,886645.3,1001635
18-012407,2018-03,03/20/2018 11:52,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3628,CASS AVE,59, , ,3628,CASS,898142.4,1025042
18-012528,2018-03,03/20/2018 19:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7028,PERNOD AVE,9, , ,7028,PERNOD,873739.3,1006806
18-012791,2018-03,03/20/2018 21:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4720,S BROADWAY,17, , ,4720,BROADWAY,895912.1,996407
18-012513,2018-03,03/21/2018 00:31,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2603,HADLEY ST,63, , ,2603,HADLEY,907322.8,1025850
18-013101,2018-03,03/21/2018 01:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1822,N VANDEVENTER AVE,59, , ,1822,VANDEVENTER,897096.1,1026493
18-012693,2018-03,03/21/2018 19:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1120,DILLON DR,33, , ,1401,LASALLE,903976.8,1014127
18-013110,2018-03,03/21/2018 20:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3607,HAMILTON AVE,50,BUDGET INN (FORMERLY VEGAS INN), ,3607,HAMILTON,884714.6,1038923
18-012718,2018-03,03/22/2018 00:01,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4212,BEETHOVEN AVE,5, , ,4212,BEETHOVEN,887749.3,1002569
18-012846,2018-03,03/22/2018 16:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1909,GOODFELLOW BLVD,50, , ,1909,GOODFELLOW,883445.1,1034349
18-012840,2018-03,03/22/2018 20:45,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5407,ROBERT AVE,6, , ,5407,ROBERT,879158.4,996855.4
18-013221,2018-03,03/23/2018 04:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3231,LAFAYETTE AVE,31, , ,3231,LAFAYETTE,896369.2,1013474
18-012878,2018-03,03/23/2018 12:10,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2600,N SARAH ST,56, ,PARKING PAD,2600,SARAH,896408.8,1028277
18-012922,2018-03,03/23/2018 13:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2766,GRAVOIS AVE,30,MIDWEST MOTORS,@MIDWEST MOTORS,2766,GRAVOIS,897994.3,1008382
18-012922,2018-03,03/23/2018 13:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2766,GRAVOIS AVE,30,MIDWEST MOTORS,@MIDWEST MOTORS,2766,GRAVOIS,897994.3,1008382
18-012903,2018-03,03/23/2018 13:35,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,625,S SKINKER BLVD,45, , ,625,SKINKER,876264.5,1021466
18-012954,2018-03,03/23/2018 20:01,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5190,KENSINGTON AVE,51, , , , ,885886.3,1027162
18-013017,2018-03,03/23/2018 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1505,N 20TH ST,60, , ,1505,20TH,904366.8,1023319
18-013628,2018-03,03/23/2018 22:15,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,ADRIAN SPUR / RIVERVIEW DR,75, , , , ,904194.5,1058244
18-012983,2018-03,03/24/2018 00:38,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3408,IOWA AVE,19, , , , ,897785.9,1005248
18-013184,2018-03,03/24/2018 21:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4176,MANCHESTER AVE,39, ,PRIVATE PARKING LOT,4176,MANCHESTER,890726.5,1017309
18-013130,2018-03,03/25/2018 00:40,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3511,OHIO AVE,19, , ,3511,OHIO,897810,1004317
18-013132,2018-03,03/25/2018 00:50,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2821,N VANDEVENTER AVE,56,ZX GAS STATION, , , ,898133.8,1028563
18-013583,2018-03,03/25/2018 07:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1244,MCLARAN AVE,74, , ,1244,MCLARAN,895364.8,1049427
18-013611,2018-03,03/25/2018 11:10,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3518,PENNSYLVANIA AVE,19, , ,3518,PENNSYLVANIA,896345.1,1004451
18-013402,2018-03,03/25/2018 20:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,N 4TH ST,35, ,@HOTEL- CROWNE PLAZA DOWNTOWN,400,14TH,909518.1,1017323
18-013402,2018-03,03/25/2018 20:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,N 4TH ST,35, ,@HOTEL- CROWNE PLAZA DOWNTOWN,400,14TH,909518.1,1017323
18-013293,2018-03,03/25/2018 21:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,862,NASSAU DR,74, , ,862,NASSAU,896901.6,1052135
18-013286,2018-03,03/26/2018 00:01,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3531,ARSENAL ST,25, , ,3531,ARSENAL,894187.7,1008442
18-013461,2018-03,03/26/2018 16:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4112,MANCHESTER AVE,39, , ,4112,MANCHESTER,891392.9,1017424
18-013461,2018-03,03/26/2018 16:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4112,MANCHESTER AVE,39, , ,4112,MANCHESTER,891392.9,1017424
18-013490,2018-03,03/26/2018 21:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3114,FRANKLIN AVE,59, , ,3114,FRANKLIN,899509.6,1021943
18-013608,2018-03,03/27/2018 06:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3635,MISSOURI AVE,18, , ,3600,MISSOURI,898968.6,1003224
18-013629,2018-03,03/27/2018 15:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4147,E KOSSUTH AVE,68, , ,4147,KOSSUTH,898690.7,1032761
18-013876,2018-03,03/27/2018 21:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6512,WISE AVE,42, , ,6512,WISE,878491.8,1017739
18-013834,2018-03,03/28/2018 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5123,COTE BRILLIANTE AVE,52, , ,5123,COTE BRILLIANTE,887988.3,1031800
18-013859,2018-03,03/28/2018 21:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2839,PARK AVE,31, , ,2839,PARK,898451.7,1014464
18-013788,2018-03,03/29/2018 00:08,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4782,HIGHLAND AVE,55, , ,4782,HIGHLAND,890740.3,1031364
